jobs,code,count,mean,std,min,25%,50%,75%,max,rel_std
"['Cashiers', 'Gaming Change Persons and Booth Cashiers']",41-201,2.0,72.5,3.5355339059327378,70.0,71.25,72.5,73.75,75.0,0.048765984909417075
"['Refractory Materials Repairers, Except Brickmasons', 'Millwrights', 'Maintenance Workers, Machinery', 'Industrial Machinery Mechanics']",49-904,4.0,75.5,3.696845502136472,72.0,72.75,75.0,77.75,80.0,0.04896484108790029
"['Library Science Teachers, Postsecondary', 'Education Teachers, Postsecondary']",25-108,2.0,42.5,2.1213203435596424,41.0,41.75,42.5,43.25,44.0,0.049913419848462176
"['Bus Drivers, School or Special Client', 'Bus Drivers, Transit and Intercity']",53-302,2.0,81.0,4.242640687119285,78.0,79.5,81.0,82.5,84.0,0.05237828008789241
"['Derrick Operators, Oil and Gas', 'Rotary Drill Operators, Oil and Gas', 'Service Unit Operators, Oil, Gas, and Mining']",47-501,3.0,82.0,4.358898943540674,79.0,79.5,80.0,83.5,87.0,0.053157304189520416
"['Cargo and Freight Agents', 'Freight Forwarders']",43-501,2.0,62.5,3.5355339059327378,60.0,61.25,62.5,63.75,65.0,0.0565685424949238
"['First-Line Supervisors of Police and Detectives', 'First-Line Supervisors of Correctional Officers']",33-101,2.0,74.0,4.242640687119285,71.0,72.5,74.0,75.5,77.0,0.05733298225836871
"['Motorboat Operators', 'Mates- Ship, Boat, and Barge', 'Pilots, Ship', 'Ship and Boat Captains']",53-502,4.0,73.25,4.349329450233296,69.0,70.5,72.5,75.25,79.0,0.05937651126598356
"['Skincare Specialists', 'Shampooers', 'Manicurists and Pedicurists', 'Makeup Artists, Theatrical and Performance']",39-509,4.0,91.5,5.446711546122731,86.0,89.0,90.5,93.0,99.0,0.05952690214341782
"['Orderlies', 'Nursing Assistants', 'Psychiatric Aides', 'Home Health Aides']",31-101,4.0,90.25,5.377421934967226,84.0,87.75,90.0,92.5,97.0,0.05958362254811331
"['Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic', 'Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic', 'Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic']",51-403,5.0,50.8,3.1144823004794877,48.0,48.0,50.0,53.0,55.0,0.061308706702352125
"['Electronics Engineers, Except Computer', 'Electrical Engineers', 'Radio Frequency Identification Device Specialists']",17-207,3.0,48.0,3.0,45.0,46.5,48.0,49.5,51.0,0.0625
"['Weatherization Installers and Technicians', 'Segmental Pavers', 'Solar Thermal Installers and Technicians']",47-409,3.0,63.666666666666664,4.041451884327381,60.0,61.5,63.0,65.5,68.0,0.06347830184807404
"['Elementary School Teachers, Except Special Education', 'Career/Technical Education Teachers, Middle School', 'Middle School Teachers, Except Special and Career/Technical Education']",25-202,3.0,75.66666666666667,4.932882862316247,70.0,74.0,78.0,78.5,79.0,0.06519228452400326
"['Rail Yard Engineers, Dinkey Operators, and Hostlers', 'Locomotive Engineers', 'Locomotive Firers']",53-401,3.0,48.666666666666664,3.214550253664318,45.0,47.5,50.0,50.5,51.0,0.06605240247255448
"['Patternmakers, Wood', 'Model Makers, Wood']",51-703,2.0,53.5,3.5355339059327378,51.0,52.25,53.5,54.75,56.0,0.06608474590528482
"['Solar Energy Installation Managers', 'First-Line Supervisors of Construction Trades and Extraction Workers']",47-101,2.0,74.5,4.949747468305833,71.0,72.75,74.5,76.25,78.0,0.06643956333296419
"['Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products', 'Solar Sales Representatives and Assessors', 'Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products']",41-401,3.0,48.333333333333336,3.214550253664318,46.0,46.5,47.0,49.5,52.0,0.06650793628271003
"['Career/Technical Education Teachers, Secondary School', 'Secondary School Teachers, Except Special and Career/Technical Education']",25-203,2.0,73.5,4.949747468305833,70.0,71.75,73.5,75.25,77.0,0.06734350297014738
"['Clinical Research Coordinators', 'Water Resource Specialists', 'Natural Sciences Managers']",11-912,3.0,43.0,3.0,40.0,41.5,43.0,44.5,46.0,0.06976744186046512
"['Substance Abuse and Behavioral Disorder Counselors', 'Educational, Guidance, School, and Vocational Counselors', 'Rehabilitation Counselors', 'Marriage and Family Therapists', 'Mental Health Counselors']",21-101,5.0,61.6,4.33589667773576,58.0,58.0,60.0,64.0,68.0,0.07038793308012598
"['Floor Layers, Except Carpet, Wood, and Hard Tiles', 'Tile and Marble Setters', 'Floor Sanders and Finishers', 'Carpet Installers']",47-204,4.0,63.75,4.645786621588784,59.0,61.25,63.0,65.5,70.0,0.07287508426021622
"['Shoe Machine Operators and Tenders', 'Shoe and Leather Workers and Repairers']",51-604,2.0,58.0,4.242640687119285,55.0,56.5,58.0,59.5,61.0,0.0731489773641256
"['Drywall and Ceiling Tile Installers', 'Tapers']",47-208,2.0,58.0,4.242640687119285,55.0,56.5,58.0,59.5,61.0,0.0731489773641256
"['Model Makers, Metal and Plastic', 'Patternmakers, Metal and Plastic']",51-406,2.0,67.5,4.949747468305833,64.0,65.75,67.5,69.25,71.0,0.07332959212304938
"['Occupational Therapy Aides', 'Occupational Therapy Assistants']",31-201,2.0,86.5,6.363961030678928,82.0,84.25,86.5,88.75,91.0,0.07357180382287777
"['Adapted Physical Education Specialists', 'Special Education Teachers, Preschool', 'Special Education Teachers, Kindergarten and Elementary School', 'Special Education Teachers, Middle School', 'Special Education Teachers, Secondary School']",25-205,5.0,83.0,6.123724356957945,74.0,81.0,83.0,87.0,90.0,0.0737798115296138
"['Surgical Assistants', 'Radiologic Technicians', 'Neurodiagnostic Technologists', 'Ophthalmic Medical Technologists', 'Orthotists and Prosthetists', 'Hearing Aid Specialists']",29-209,6.0,91.33333333333333,6.801960501698511,79.0,89.5,94.0,95.5,97.0,0.07447402009158954
"['Continuous Mining Machine Operators', 'Mine Cutting and Channeling Machine Operators']",47-504,2.0,56.0,4.242640687119285,53.0,54.5,56.0,57.5,59.0,0.0757614408414158
"['Automotive Specialty Technicians', 'Automotive Master Mechanics', 'Automotive Glass Installers and Repairers', 'Automotive Body and Related Repairers']",49-302,4.0,51.0,3.9157800414902435,46.0,49.0,51.5,53.5,55.0,0.07678000081353419
"['Chief Sustainability Officers', 'Chief Executives']",11-101,2.0,45.5,3.5355339059327378,43.0,44.25,45.5,46.75,48.0,0.0777040418886316
"['Meat, Poultry, and Fish Cutters and Trimmers', 'Butchers and Meat Cutters', 'Slaughterers and Meat Packers']",51-302,3.0,78.33333333333333,6.110100926607786,73.0,75.0,77.0,81.0,85.0,0.07800128842478025
"['Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic', 'Computer-Controlled Machine Tool Operators, Metal and Plastic']",51-401,2.0,54.0,4.242640687119285,51.0,52.5,54.0,55.5,57.0,0.07856742013183861
"['Sawing Machine Setters, Operators, and Tenders, Wood', 'Woodworking Machine Setters, Operators, and Tenders, Except Sawing']",51-704,2.0,54.0,4.242640687119285,51.0,52.5,54.0,55.5,57.0,0.07856742013183861
"['Information Technology Project Managers', 'Video Game Designers', 'Document Management Specialists', 'Software Quality Assurance Engineers and Testers', 'Computer Systems Engineers/Architects', 'Database Architects', 'Geographic Information Systems Technicians', 'Data Warehousing Specialists', 'Geospatial Information Scientists and Technologists', 'Search Marketing Strategists', 'Web Administrators', 'Business Intelligence Analysts']",15-119,12.0,45.75,3.5960837284215423,39.0,44.0,46.0,47.5,51.0,0.07860292302560748
"['Mechanical Door Repairers', 'Control and Valve Installers and Repairers, Except Mechanical Door']",49-901,2.0,69.0,5.656854249492381,65.0,67.0,69.0,71.0,73.0,0.08198339492017943
"['Industrial Engineers', 'Industrial Safety and Health Engineers', 'Human Factors Engineers and Ergonomists', 'Product Safety Engineers', 'Fire-Prevention and Protection Engineers']",17-211,5.0,49.8,4.147288270665544,45.0,47.0,49.0,53.0,55.0,0.08327888093705912
"['Architects, Except Landscape and Naval', 'Landscape Architects']",17-101,2.0,50.0,4.242640687119285,47.0,48.5,50.0,51.5,53.0,0.0848528137423857
"['Energy Auditors', 'Customs Brokers', 'Security Management Specialists', 'Business Continuity Planners', 'Online Merchants', 'Sustainability Specialists']",13-119,6.0,51.5,4.370354676682432,47.0,49.0,50.0,53.25,59.0,0.0848612558579113
"['Helpers--Carpenters', 'Helpers--Electricians', 'Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters', 'Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters', 'Helpers--Roofers', 'Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons']",47-301,6.0,66.66666666666667,5.680375574437545,61.0,63.0,66.5,67.0,77.0,0.08520563361656318
"['Insurance Policy Processing Clerks', 'Insurance Claims Clerks']",43-904,2.0,49.0,4.242640687119285,46.0,47.5,49.0,50.5,52.0,0.08658450381876091
"['Medical Scientists, Except Epidemiologists', 'Epidemiologists']",19-104,2.0,40.5,3.5355339059327378,38.0,39.25,40.5,41.75,43.0,0.08729713347982068
"['Kindergarten Teachers, Except Special Education', 'Preschool Teachers, Except Special Education']",25-201,2.0,81.0,7.0710678118654755,76.0,78.5,81.0,83.5,86.0,0.08729713347982068
"['Logisticians', 'Logistics Analysts', 'Logistics Engineers']",13-108,3.0,52.666666666666664,4.725815626252609,49.0,50.0,51.0,54.5,58.0,0.08973067644783435
"['Economists', 'Environmental Economists']",19-301,2.0,31.0,2.8284271247461903,29.0,30.0,31.0,32.0,33.0,0.09123958466923195
"['Mapping Technicians', 'Surveying Technicians']",17-303,2.0,53.5,4.949747468305833,50.0,51.75,53.5,55.25,57.0,0.09251864426739874
"['Electrical Power-Line Installers and Repairers', 'Telecommunications Line Installers and Repairers']",49-905,2.0,68.5,6.363961030678928,64.0,66.25,68.5,70.75,73.0,0.09290454059385296
"['Economics Teachers, Postsecondary', 'Anthropology and Archeology Teachers, Postsecondary', 'Sociology Teachers, Postsecondary', 'Political Science Teachers, Postsecondary', 'Area, Ethnic, and Cultural Studies Teachers, Postsecondary', 'Geography Teachers, Postsecondary', 'Psychology Teachers, Postsecondary']",25-106,7.0,45.285714285714285,4.23140188409963,40.0,43.0,44.0,47.0,53.0,0.0934378964943136
"['Cardiovascular Technologists and Technicians', 'Diagnostic Medical Sonographers', 'Radiologic Technologists', 'Nuclear Medicine Technologists', 'Magnetic Resonance Imaging Technologists']",29-203,5.0,88.6,8.324662155306966,76.0,86.0,89.0,95.0,97.0,0.09395781213664747
"['Janitors and Cleaners, Except Maids and Housekeeping Cleaners', 'Maids and Housekeeping Cleaners']",37-201,2.0,45.0,4.242640687119285,42.0,43.5,45.0,46.5,48.0,0.09428090415820632
"['Credit Counselors', 'Loan Officers', 'Loan Counselors']",13-207,3.0,43.333333333333336,4.163331998932266,40.0,41.0,42.0,45.0,48.0,0.09607689228305229
"['Instructional Coordinators', 'Instructional Designers and Technologists']",25-903,2.0,51.5,4.949747468305833,48.0,49.75,51.5,53.25,55.0,0.09611160132632685
"['Physical Therapists', 'Radiation Therapists', 'Occupational Therapists', 'Exercise Physiologists', 'Respiratory Therapists', 'Music Therapists', 'Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists', 'Recreational Therapists', 'Speech-Language Pathologists', 'Art Therapists']",29-112,10.0,88.9,8.5693251387337,73.0,84.5,90.5,94.5,100.0,0.09639285870341618
"['Gaming Surveillance Officers and Gaming Investigators', 'Security Guards']",33-903,2.0,73.0,7.0710678118654755,68.0,70.5,73.0,75.5,78.0,0.09686394262829419
"['Fraud Examiners, Investigators and Analysts', 'Financial Quantitative Analysts', 'Risk Management Specialists']",13-209,3.0,47.0,4.58257569495584,43.0,44.5,46.0,49.0,52.0,0.09750161053097532
"['Acute Care Nurses', 'Critical Care Nurses', 'Registered Nurses', 'Clinical Nurse Specialists', 'Advanced Practice Psychiatric Nurses']",29-114,5.0,88.0,8.74642784226795,77.0,80.0,94.0,94.0,95.0,0.09939122548031762
"['Fitness Trainers and Aerobics Instructors', 'Recreation Workers']",39-903,2.0,77.5,7.7781745930520225,72.0,74.75,77.5,80.25,83.0,0.10036354313615513
"['Software Developers, Applications', 'Software Developers, Systems Software', 'Web Developers', 'Computer Programmers']",15-113,4.0,44.5,4.509249752822894,39.0,42.75,44.5,46.25,50.0,0.1013314551196156
"['Arbitrators, Mediators, and Conciliators', 'Administrative Law Judges, Adjudicators, and Hearing Officers', 'Judges, Magistrate Judges, and Magistrates']",23-102,3.0,58.0,6.0,52.0,55.0,58.0,61.0,64.0,0.10344827586206896
"['Electromechanical Engineering Technologists', 'Nanotechnology Engineering Technicians', 'Automotive Engineering Technicians', 'Electro-Mechanical Technicians', 'Electrical Engineering Technicians', 'Mechanical Engineering Technicians', 'Non-Destructive Testing Specialists', 'Civil Engineering Technicians', 'Manufacturing Production Technicians', 'Mechanical Engineering Technologists', 'Electronics Engineering Technicians', 'Robotics Technicians', 'Aerospace Engineering and Operations Technicians', 'Industrial Engineering Technicians', 'Manufacturing Engineering Technologists', 'Electrical Engineering Technologists', 'Electronics Engineering Technologists', 'Industrial Engineering Technologists', 'Photonics Technicians', 'Nanotechnology Engineering Technologists', 'Environmental Engineering Technicians']",17-302,21.0,55.333333333333336,5.7561561248226525,47.0,51.0,54.0,60.0,66.0,0.10402691791848166
"['Storage and Distribution Managers', 'Logistics Managers', 'Transportation Managers']",11-307,3.0,47.333333333333336,5.033222956847167,42.0,45.0,48.0,50.0,52.0,0.10633569627141902
"['Computer User Support Specialists', 'Computer Network Support Specialists']",15-115,2.0,59.5,6.363961030678928,55.0,57.25,59.5,61.75,64.0,0.10695732824670466
"['Solderers and Brazers', 'Welders, Cutters, and Welder Fitters', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders']",51-412,3.0,46.666666666666664,5.033222956847167,42.0,44.0,46.0,49.0,52.0,0.10785477764672502
"['Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic', 'Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic', 'Layout Workers, Metal and Plastic', 'Tool Grinders, Filers, and Sharpeners']",51-419,4.0,56.0,6.2182527020592095,47.0,54.5,58.0,59.5,61.0,0.11104022682248589
"['First-Line Supervisors of Food Preparation and Serving Workers', 'Chefs and Head Cooks']",35-101,2.0,88.0,9.899494936611665,81.0,84.5,88.0,91.5,95.0,0.11249426064331437
"['Bicycle Repairers', 'Tire Repairers and Changers', 'Recreational Vehicle Service Technicians']",49-309,3.0,61.0,6.928203230275509,53.0,59.0,65.0,65.0,65.0,0.11357710213566408
"['Environmental Engineers', 'Water/Wastewater Engineers']",17-208,2.0,43.5,4.949747468305833,40.0,41.75,43.5,45.25,47.0,0.11378729812197316
"['Informatics Nurse Specialists', 'Information Security Analysts', 'Computer Systems Analysts']",15-112,3.0,53.333333333333336,6.110100926607787,48.0,50.0,52.0,56.0,60.0,0.114564392373896
"['Nursery and Greenhouse Managers', 'Farm and Ranch Managers', 'Aquacultural Managers']",11-901,3.0,55.666666666666664,6.429100507328637,51.0,52.0,53.0,58.0,63.0,0.11549282348494558
"['Heating and Air Conditioning Mechanics and Installers', 'Refrigeration Mechanics and Installers']",49-902,2.0,61.0,7.0710678118654755,56.0,58.5,61.0,63.5,66.0,0.11591914445681108
"['Environmental Restoration Planners', 'Environmental Scientists and Specialists, Including Health', 'Geoscientists, Except Hydrologists and Geographers', 'Industrial Ecologists', 'Hydrologists', 'Climate Change Analysts']",19-204,6.0,41.333333333333336,4.802776974487434,38.0,39.25,40.0,40.0,51.0,0.11619621712469597
